,time,id,name,text
64,Fri Jul 06 08:42:44 +0000 2018,maron2016444,まろん高値掴み,"岐阜県瑞浪市にふるさと納税をして、瑞浪ボーノポークが届きました！
早速、今日の夕ご飯にします(^-^*) https://t.co/2t2FdG5cDL"
65,Fri Jul 06 08:07:36 +0000 2018,NagoyaU_Museum,名古屋大学博物館,【明日開催】名古屋大学博物館　特別講演会　「カニ・エビ化石の世界」7月7日（土） 13：30 - 15：00　安藤佑介（瑞浪市化石博物館）気象情報にお気を付けてお出かけください。https://t.co/YPnOL1t2Pc https://t.co/7TkFTomQ9l
66,Fri Jul 06 08:03:06 +0000 2018,takemo_yosa,たけもも™はっちょー,"@nico_nushi 同 士 が い た
瑞浪で会おうじゃないか😎
フィリップとは仲いいからわからんかったらフィリップに助けを乞おう。"
67,Fri Jul 06 07:54:34 +0000 2018,nico_nushi,舞生@ニコ生主,"@takemo_yosa カクキューさん派ですか！！！！
わたしも総合的に見たらまるやさんよりカクキューさん派です笑
瑞浪！！
土日はいる予定なので頑張って探します🙌🙌🙌"
68,Fri Jul 06 07:45:34 +0000 2018,stadiamshuden,球場最寄駅終電bot,"【ナゴヤドーム最寄駅　大曽根駅最終電車案内1】
中央線下り中津川行き快速23:20、瑞浪行き快速0:15、高蔵寺行き普通0:30
中央線上り名古屋行き23:39
名鉄瀬戸線栄町行き23:38、尾張瀬戸行き23:54、喜多山行き0:09 #dragons"
69,Fri Jul 06 07:28:34 +0000 2018,takemo_yosa,たけもも™はっちょー,"@nico_nushi はちょの好物()
ただのカクキューファン😎
次鯱と一緒なのは瑞浪だ！！！！"
70,Fri Jul 06 06:58:23 +0000 2018,Meiekibell_bot,名古屋駅のベルBot Ver1.0,ﾋﾟｬｰｰｰ---ｰｰｰｰ(ﾋﾟﾝ ﾎﾟﾝ まもなく 10番線から ホームライナー瑞浪5号 瑞浪行きが 発車します ドアにご注意ください)ｰｰｰｰｰｰｰｰｰｰｰ
71,Fri Jul 06 06:45:34 +0000 2018,_sdb_gifu_,岐阜セフレ募集掲示板,"岐阜県内でセフレ募集中！

瑞浪市の
Rio様 21歳 が
金曜日15時45分に募集しています！

題名☞全身モミモミで大半の方２回射精する

詳細情報☞当アカウントのプロフ欄URLをご確認下さい！
https://t.co/AVgmu7ADbQ"
72,Fri Jul 06 06:15:55 +0000 2018,_sdb_tokai_,東海セフレ募集掲示板,"東海セフレ募集速報！

瑞浪市の
いすず様 18歳 が
金曜日15時15分に募集しています！

題名☞童顔って言われるけど体は子どもじゃないですよっ！笑

詳細情報☞当アカウントのプロフ欄URLからご確認ください！"
73,Fri Jul 06 06:05:17 +0000 2018,hiro2239,榛葉　利広,消費者庁や国民生活センター等から発信された緊急情報　 | 瑞浪市 https://t.co/nFUy2VQSIa
74,Fri Jul 06 05:53:39 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜童貞卒業情報！

内容：ホテルに、さんよ時間何回しても大丈夫です◡̈*送迎ありで会える方メールください。こちら細身ぱい…
名前：♀亜里香
年齢：20歳
地域：瑞浪市

彼女の連絡先⇒https://t.co/WWhe80siyi

7月6日(金)14時53分の情報です♪"
75,Fri Jul 06 05:27:44 +0000 2018,24ujp,あなたの街の情報屋さん,更新しました。佐々木皮フ科 (岐阜県瑞浪市) クチコミ募集中！ https://t.co/6o5A7rhCsF
76,Fri Jul 06 05:01:26 +0000 2018,A_narinari_bot,南海の小悪魔マダラトビエイbot,これは瑞浪市化石博物館で展示されている歯の化石ナリ。Aetobatus属というだけでナリナリとは限らないナリけどね。 https://t.co/HQ07oV9xp2
77,Fri Jul 06 04:49:27 +0000 2018,tyuoubot,中央本線,瑞浪
78,Fri Jul 06 04:26:59 +0000 2018,jr313_8000bot,313系8000番台bot,|快速|瑞浪
79,Fri Jul 06 04:17:06 +0000 2018,_hayato58,隼人,瑞浪危ない、避難しよ
80,Fri Jul 06 04:07:26 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜セフレ募集情報更新！

内容：今から会えるクンニ上手な方募集中だよ！お互い気持ち良い出会いないかな？
名前：♀ゆり
年齢：36歳
地域：瑞浪市

彼女の連絡先⇒当アカウントのプロフ欄URLから詳細確認

7月6日(金)13時7分の情報です♪"
81,Fri Jul 06 03:33:44 +0000 2018,kakinotane_XJR,柿の種,移動中、 岐阜県瑞浪市釜戸町 中山道[ImacocoNow! Android]
82,Fri Jul 06 03:23:36 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜セフレ募集情報更新！

内容：今から会える人さがしています(*ﾉωﾉ)♪お昼からイチャイチャしましょ(*´艸｀)連絡待っ…
名前：♀夏希
年齢：29歳
地域：瑞浪市

彼女の連絡先⇒https://t.co/WWhe80siyi

7月6日(金)12時23分の情報です♪"
83,Fri Jul 06 03:22:31 +0000 2018,r_21_gifu,岐阜県交通情報(非公式),"恵那御嵩線(６５号線) 下り　区間：瑞浪市釜戸町－瑞浪市大湫町
大雨のため通行止 (7/6 12:21)"
84,Fri Jul 06 03:22:28 +0000 2018,r_21_gifu,岐阜県交通情報(非公式),"恵那御嵩線(６５号線) 上り　区間：瑞浪市大湫町－瑞浪市釜戸町
大雨のため通行止 (7/6 12:21)"
85,Fri Jul 06 03:13:08 +0000 2018,sfj7wefg,ゆめ☆ちゃん,[24歳/女性][岐阜県瑞浪市]と遊びたい☆ [22歳/男性][新潟県三条市]と恋人関係v(｡･･｡)10年以上の運営実績で安全安心
86,Fri Jul 06 02:27:49 +0000 2018,meieki_bot,名古屋駅bot,"快速|瑞浪
停車駅
名古屋、金山、鶴舞、千種、大曽根、勝川、春日井、高蔵寺、多治見、土岐市、瑞浪"
87,Fri Jul 06 02:20:49 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜セフレ募集速報！

内容：旦那とはレスだから…今日旦那以外の男性と秘密にあってみたいです。細身色白フェラ好…今日は生中で…
名前：♀夢子
年齢：34歳
地域：瑞浪市

彼女の連絡先⇒https://t.co/WWhe80siyi

7月6日(金)11時20分の情報です♪"
88,Fri Jul 06 01:57:47 +0000 2018,gifu_sf,岐阜セフレ募集,"★岐阜童貞卒業情報！

内容：むちむちした体を縄で縛っていじめてくれませんか？経験者でもＳＭ初めての人でも大歓迎です♪
名前：♀ミィナ
年齢：49歳
地域：瑞浪市

連絡先⇒当アカウントのプロフ欄URLから詳細確認

金曜日10時57分の情報です。"
89,Fri Jul 06 01:51:23 +0000 2018,__a_t_i_s_o0O,ΤόĸΐМЇ,"@kuwakuwamarikit うわぉ！久しぶりすぎww
瑞浪そんな雨ヤバいんだ…
なんか名古屋から瑞浪行くの嫌だなーwww"
90,Fri Jul 06 01:21:53 +0000 2018,gi_g_i_fu,岐阜セフレ募集＠相互フォロー,"❤️岐阜セフレ募集

内容：１時間後に一緒に過ごせる方いましたらメールください。明るくおおらかな性格って言われます。よろしくお願いします(^∇^)
名前：♀香澄
年齢：32歳
地域：瑞浪市

連絡先→当アカウントのプロフ欄URLから詳細確認

金曜日10時21分の情報。"
91,Fri Jul 06 00:26:40 +0000 2018,gi_g_i_fu,岐阜セフレ募集＠相互フォロー,"❤️岐阜セフレ募集

内容：今日遊びませんか？ 仲良くしてくださいね たくさんなめますよ(^ー^)
名前：♀Akemi
年齢：30歳
地域：瑞浪市

連絡先→当アカウントのプロフ欄URLから詳細確認

金曜日9時26分の情報。"
92,Thu Jul 05 23:36:20 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜セフレ募集情報更新！

内容：今から生射精エッチしませんか？欲求不満、レスの人いませんか？中だししたい人どんどんしてね。
名前：♀実花
年齢：34歳
地域：瑞浪市

彼女の連絡先⇒当アカウントのプロフ欄URLから詳細確認

7月6日(金)8時36分の情報です♪"
93,Thu Jul 05 23:29:12 +0000 2018,akito1123,AKITO,"19号朝から追突事故か〜💦
釜戸駅超えてちょっと恵那方面行くと恵那から瑞浪車線でハイエースにタントが追突してた💦
タント助手席と運転席エアバックでてたけど大丈夫かな💦"
94,Thu Jul 05 23:27:02 +0000 2018,jr313_8000bot,313系8000番台bot,|ホームライナー|瑞浪
95,Thu Jul 05 23:15:27 +0000 2018,gifu_sf,岐阜セフレ募集,"★岐阜セフレ募集情報更新！

内容：お１人だけ、私のエッチな火遊びにお付き合いして下さる男性を探してます。ライン、アドレスの交換も出来ますか…
名前：♀MANA
年齢：26歳
地域：瑞浪市

連絡先⇒当アカウントのプロフ欄URLから詳細確認

金曜日8時15分の情報です。"
96,Thu Jul 05 23:06:20 +0000 2018,Patchouli_MR,パチュリー・ミノーレッジ,ホームライナー瑞浪2号は朝に瑞浪駅始発で運行されるホームライナーよ。昔は名古屋始発のホームライナー瑞浪もあったようだけど今は無いわ
97,Thu Jul 05 23:04:16 +0000 2018,kuwakuwamarikit,まりきち,@miruku_news ( *・ω・)ノやあ、久しぶり。一昨日は2時間で終わって、昨日は瑞浪警報、今日は東濃全域に警報……。休みすぎて暇なのですがw部活も出来てないし｡ﾟ(ﾟ^ω^ﾟ)ﾟ｡
98,Thu Jul 05 22:58:23 +0000 2018,Meiekibell_bot,名古屋駅のベルBot Ver1.0,ﾋﾟｬｰｰｰ---ｰｰｰｰ(ﾋﾟﾝ ﾎﾟﾝ まもなく 8番線から 快速 瑞浪行きが 発車します ドアにご注意ください)ｰｰｰｰｰｰｰｰｰｰｰ
99,Thu Jul 05 22:33:35 +0000 2018,t_nobukatsu,武田太郎信勝,天正２年（１５７４年）１月２７日、東美濃に侵攻した父が明智城（恵那市）を包囲したとの報が織田方に届きます。父は２月５日までに明智城を降伏させ、櫛原城（恵那市）や神箆城（瑞浪市）など十八の城砦を攻略した上で兵を引きました。代替わりの合戦は武田軍の圧勝でした。
100,Thu Jul 05 22:12:17 +0000 2018,gifu_sf,岐阜セフレ募集,"★岐阜セフレ募集速報！

内容：エッチしたいナ❤すぐホテルに連れてってくれる方を希望してます！おばさんだからそこはご了承を。
名前：♀みな。
年齢：43歳
地域：瑞浪市

連絡先⇒当アカウントのプロフ欄URLから詳細確認

金曜日7時12分の情報です。"
101,Thu Jul 05 21:06:59 +0000 2018,lepton0726,れぷとん＠心霊スポット最前線(半bot),#岐阜心霊スポット【No.1126:エロ本小屋】岐阜県瑞浪市日吉町にある廃屋。名称は裁断されたエロ本が大量に不法投棄されていた事に由来する。「エロ本を長年に亘り不法投棄した末、餓死してしまった人物の霊が出没する」という噂がある。https://t.co/xeG3cRXcTr
102,Thu Jul 05 20:58:09 +0000 2018,Timelor75952424,Timelord,皆様、おはようございますm(_ _)m今日も雨で危険地域が増えています。危ないところには近づかないように(&gt;_&lt;｡)1便は、恵那方面～瑞浪方面です🚚視界も狭いので、今日も1日安全運転で('-^*)okではでは出発です🚚 https://t.co/FJfwXw3TjO
103,Thu Jul 05 20:12:26 +0000 2018,gi_g_i_fu,岐阜セフレ募集＠相互フォロー,"❤️岐阜セフレ募集

内容：たくさんイかせてください！！
名前：♀サリハ
年齢：24歳
地域：瑞浪市

連絡先→当アカウントのプロフ欄URLから詳細確認

金曜日5時12分の情報。"
104,Thu Jul 05 19:57:49 +0000 2018,meieki_bot,名古屋駅bot,"快速|中津川
停車駅
名古屋、金山、鶴舞、千種、大曽根、勝川、春日井、高蔵寺、多治見、土岐市、瑞浪、釜戸、武並、恵那、美乃坂本、中津川"
105,Thu Jul 05 19:26:59 +0000 2018,jr313_8000bot,313系8000番台bot,この列車は快速瑞浪行きです
