,time,id,name,text
12,Fri Jul 06 22:41:11 +0000 2018,zenchanfarm,岩村観光｜ブルーベリー狩り｜ぜんちゃんふぁーむ｜岐阜県恵那市岩村町,"岐阜県恵那市岩村町、ぜんちゃんふぁーむです♪
今現在、雨は降っていません。ブルーベリー狩りを開園しますが、雨降り後ですので、長靴または、汚れても良い靴が良いと思います。また、雨が降り始めるかもしれません。
ただ、大雨後ですので、都合悪ければキャンセルして頂いても大丈夫です😊"
13,Fri Jul 06 22:33:04 +0000 2018,moto_matsu,松田基教,今日は岐阜県恵那市にある雀のお宿キリスト教会館のワークデイに家族で参加する予定でしたが、今の時点でも恵那市に大雨警報が出ているので、中止になりました。多治見市は警報解除されてますが、西の方はまだまだ大変のようですね。被害が拡大しないように祈ります。
14,Fri Jul 06 22:24:39 +0000 2018,r_21_gifu,岐阜県交通情報(非公式),"※解除※
恵那御嵩線(６５号線) 下り　区間：瑞浪市釜戸町付近
大雨のため通行止　は解除されました (7/7 07:21)"
15,Fri Jul 06 22:24:37 +0000 2018,r_21_gifu,岐阜県交通情報(非公式),"※解除※
恵那御嵩線(６５号線) 下り　区間：恵那市三郷町佐々良木－瑞浪市釜戸町
大雨のため通行止　は解除されました (7/7 07:21)"
16,Fri Jul 06 22:24:36 +0000 2018,r_21_gifu,岐阜県交通情報(非公式),"※解除※
恵那御嵩線(６５号線) 上り　区間：瑞浪市釜戸町－恵那市三郷町佐々良木
大雨のため通行止　は解除されました (7/7 07:21)"
17,Fri Jul 06 22:24:35 +0000 2018,r_21_gifu,岐阜県交通情報(非公式),"※解除※
恵那御嵩線(６５号線) 上り　区間：瑞浪市釜戸町付近
大雨のため通行止　は解除されました (7/7 07:21)"
18,Fri Jul 06 21:59:08 +0000 2018,routa13b,ろうた🎶,"I'm at 恵那峡SA (上り) in 恵那市, 岐阜県 https://t.co/Ze9paLG9Ii"
19,Fri Jul 06 21:59:04 +0000 2018,koronesi2,ころねし@クソザコ,ﾄﾞﾗｺｺ! 岐阜県恵那市武並町 [ドラココなう！iPhone] #doracoconow
20,Fri Jul 06 21:59:02 +0000 2018,FigmaAm,売れ筋Figma,売れ筋1位『figma リトルアーモリー 豊崎恵那 ノンスケール ABS&amp;PVC製 塗装済み可動フィギュア』 https://t.co/pG0eDVlCY9 原型制作：ドラゴンクラフト制作協力：マックスファクトリートミーテックが https://t.co/110dG99UJi
21,Fri Jul 06 21:52:22 +0000 2018,vampiremore,kazuuun,"寝坊してしまったので吉野家はなし！🍞と🍙を😶 疲れてるなぁ (@ ローソン 恵那市役所前店 in 恵那市, 岐阜県) https://t.co/IJCs3Zm44p https://t.co/3zvv0yYooE"
22,Fri Jul 06 21:47:28 +0000 2018,ese_no_zaregoto,杉並区の勝俣,ポークキーマ(保美豚)+チキンと茄子の南インド風カリー(恵那鶏/茄子：八ツ平高原)+オクラのダルカリー(オクラ：つなぐ農園)
23,Fri Jul 06 21:33:51 +0000 2018,metalnokan,めたるんおかん,"まだ駒ヶ根ー松川 通行止かー

飯田から乗るか

でもなんか恵那ら辺事故らしいし。。。"
24,Fri Jul 06 21:21:33 +0000 2018,Rapid_exp_SKY,快速急行ヒグラシ(低浮上),"I'm at ローソン恵那岩村町店 in 恵那市, 岐阜県 https://t.co/0PxpC2XuFv"
25,Fri Jul 06 21:19:12 +0000 2018,ena_tsubakiyama,椿山恵那,……『椿山　恵那』よ。あなたがたは？』
26,Fri Jul 06 20:25:04 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜童貞卒業情報！

内容：こっそり抜け出せるから…ラブホで久しぶり女にして❤この際車の中でＦかＨでも良いですよ❤
名前：♀まなみ
年齢：38歳
地域：恵那市

彼女の連絡先⇒当アカウントのプロフ欄URLから詳細確認

7月7日(土)5時25分の情報です♪"
27,Fri Jul 06 19:50:37 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜セフレ募集情報！

内容：くんにとかローターで責めてほしぃなぁ❤今すぐだとうれしぃなぁ❤ヨロシクなの♪
名前：♀マリー
年齢：19歳
地域：恵那市

彼女の連絡先⇒https://t.co/KBgmK2miw9

7月7日(土)4時50分の情報です♪"
28,Fri Jul 06 18:45:19 +0000 2018,nakano__enafam,ちゃるえなfam286号♡♡,@suzukimiu_0414 恵那ちゃんでてるやつだね♥️
29,Fri Jul 06 18:41:46 +0000 2018,rupinasu0937,ルピ茄子,岐阜県内あちこちで土砂崩れが発生しておりますが、こちら恵那市南部は特に異常ありません。
30,Fri Jul 06 18:05:02 +0000 2018,shwety6rd,キミと出会い系,"貴方の希望はここで叶う！？年齢なんか気にしない！
　
[PR]＿＿＿＿＿＿＿＿＿＿
岐阜県恵那市
30代ＯＬと♪
貧乳の女の子探しなら
…https://t.co/u1Esl1BvHx (18禁)"
31,Fri Jul 06 18:05:00 +0000 2018,e_112573,💗ёпа☜ 🐙🦍☞えなペン💗,@shinya7260 @_S___827_A_ 恵那は好きやで？
32,Fri Jul 06 17:40:00 +0000 2018,enabot_soyosoyo,恵那姉（仮）,それじゃあ、頑張った恵那ちゃんをねぎらってください
33,Fri Jul 06 17:33:08 +0000 2018,Adult_Photograp,エッチな写真集のベストセラー,【アダルト写真集 8位】  気品溢れる美人妻と温泉旅行　高杉恵那　不倫写真集　01: 熱く濡れた秘部から・・・ 人妻不倫旅行 (実録不倫妻) https://t.co/JGzCqEPpb4
34,Fri Jul 06 17:23:03 +0000 2018,_S___827_A_,🌻🦁🍼し お ぺ ん🐧🐨💙,"恵那氏寝るゆーてたけど強制的に起して
電話させてる⋆⸜(* ॑꒳ ॑* )⸝💗💗💗

最近電波悪すぎて何回も電話切れる← https://t.co/h6x9jgyc9Z"
35,Fri Jul 06 17:19:48 +0000 2018,honryaku,略,で、いつになったら斉藤恵那追加されるんだよ
36,Fri Jul 06 17:16:19 +0000 2018,mond_robe,月ノ羽衣@カクヨム,"あたしと恵那 - カクヨム https://t.co/9FnenLZZmj

ただ、好きな人を守る力が欲しいから
そのために少女は芸能界に飛び込み、事務所に命じられるまま「キャラ」を演じる
どんどん、自分自身が遠ざかっていくのを感じながら

#カクヨム"
37,Fri Jul 06 17:10:15 +0000 2018,Agalta_DC5,アガルタマシマシ,安田恵那
38,Fri Jul 06 17:04:24 +0000 2018,Gachidan_,華歩,"恵那と2回目の電話👂🏻❤
・
ほんま楽しすぎた🙋❤
・
ありがとね♡おやすみ〜🛌
・
@e_112573"
39,Fri Jul 06 16:34:38 +0000 2018,Doriaka_Konoha,＼ 枯葉木葉 芸力:ニ66 ／,夏コミ1日目今年は行ってシナリオ本買ってみて恵那
40,Fri Jul 06 16:30:16 +0000 2018,e_3_TF413,Emi.Y,"@ryuji5449 
はしば先生ハピバ🎉(笑)
恵那校陸部の投擲を引っ張ってってくれ～👍怪我しんようにね☺️ファイティン！"
41,Fri Jul 06 16:29:53 +0000 2018,gifu_sf,岐阜セフレ募集,"★岐阜セフレ募集速報！

内容：露出癖のある変態なんですけど…みてみたい！っていう人はいませんか？
名前：♀miya
年齢：27歳
地域：恵那市

連絡先⇒当アカウントのプロフ欄URLから詳細確認

土曜日1時29分の情報です。"
42,Fri Jul 06 15:54:42 +0000 2018,hydromi11,オーリーエンタルのカレーェのMineko,"#発電所まつり

東農電化大井發電所

大井ダムで有名な恵那市に大井ダムが建設される前から運転されていた現在の奥戸發電所
東農電化は大井町にてカーバイドの製造を開始するために創立された電氣化学工業を主体とする電力会社でしたが、誘致… https://t.co/sZzwerDNid"
43,Fri Jul 06 15:49:10 +0000 2018,36rjgg18,郁也,なんか雨が凄いらしいですけど恵那の施設なんて行ってて大丈夫なんすかね…
44,Fri Jul 06 15:46:26 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,今回の公演で千穐楽だった恵那さん、武蔵君、ちなみさん。 https://t.co/d6ggOQyRR9
45,Fri Jul 06 15:43:48 +0000 2018,kinura_KE65,キハチルノ(夏コミ94　11・12日参加予定),"@IORI_koubou 田口(貨車)や北恵那にいた戦後改造車ですね。
C12ググると北海道は2社しかなかったので 雄別炭礦尺別で間違いないですね。"
46,Fri Jul 06 15:39:22 +0000 2018,nananoko_bot,nananoko_bot,【恵那】いおっ………わるい、寝ぼけてた。は？死んだ恋人と間違ったんだよ。悪かった。ごめん。
47,Fri Jul 06 15:28:40 +0000 2018,mugi_ishida,石田麦,恵那ちゃんかわいいねー健気だねーってなでしこに何も言い返せない斉藤さん
48,Fri Jul 06 15:28:07 +0000 2018,mugi_ishida,石田麦,クリキャンでリンちゃんのキャンプ道具を把握した斉藤さんはそれ以後カリブーに足を運びお揃いの道具を買い集めて幸せを感じていたんだけど、ある日カリブーでばったりなでしこと会ってしまって、恵那ちゃんリンちゃんと同じイス買ったんだねってバレてしまい、弱みを握られていく
49,Fri Jul 06 15:26:22 +0000 2018,yamamoto1972,やっぱり猫が好き,ﾄﾞﾗｺｺ! 岐阜県恵那市大井町 [ドラココなう！iPhone] #doracoconow https://t.co/fUE5SkbQBd
50,Fri Jul 06 15:24:35 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、舞鼓美、谷川恵那、いろじろ武蔵②

恵那さん舞さんのお茶目な感じがすごい可愛らしい⑅◡̈*
3枚目なんてズームして見たら…(笑) https://t.co/hRwJPpgFVP"
51,Fri Jul 06 15:23:52 +0000 2018,takutotakuto910,T.T,雨の中道で寝てるバカーニを家まで送ったらまさかの恵那高生ていう笑
52,Fri Jul 06 15:22:18 +0000 2018,sugibooy,すぎたけ,"悪魔でも俺の中のという括弧の中の斉藤恵那を語る上で臆病、諦観、欺瞞は割と重要な要素であります
自分の気持ちすら偽ってでも志摩リンの隣に或いは止まり木に在りたかった斉藤恵那"
53,Fri Jul 06 15:20:50 +0000 2018,1d_gene_e76,ENA,"@gekidanncolors ご観劇ありがとうございました！
関口恵那です！！
いえいえ、お大事にとお伝えください😊
ありがとうございます！！"
54,Fri Jul 06 15:20:41 +0000 2018,sunarion48,スナリオン@ れなひゅー親衛隊,"@hiiyan_sgmeamdn さすが仕事が早い‼
だが恵那市には無かったけど
瑞浪か土岐までいくしかないかぁ。"
55,Fri Jul 06 15:13:09 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、舞鼓美、谷川恵那、いろじろ武蔵① https://t.co/Cl5RcyLcSX"
56,Fri Jul 06 15:09:23 +0000 2018,tsunojaga,つの,今日のお昼は各務ヶ原の恵那といううどん屋に行ってきました。味も良いのですが、とにかく量が多いです。食べても食べても減らないような幻覚に襲われました。休みの日なんかは結構混むお店のようです。… https://t.co/GVVwIszBMu
57,Fri Jul 06 15:03:44 +0000 2018,gifuprefwe43,7/9～11お休み岐阜、尾張お天気情報&お知らせ,"【岐阜県】#大雨警報 #洪水警報
警報状況午前0時現在
大雨警報（土砂災害）山県市、本巣市、揖斐郡、中津川市、恵那市、関市、美濃市、郡上市、川辺町、七宗町、白川町、東白川村、飛騨地方
洪水警報 岐阜市、関市、美濃市、郡上市、高山市、飛騨市、下呂市"
58,Fri Jul 06 15:03:04 +0000 2018,nyoo__nnyon,はじお,"I'm at 道の駅 おばあちゃん市 山岡 in 恵那市, 岐阜県 https://t.co/S4NAFuUlNx"
59,Fri Jul 06 15:01:29 +0000 2018,KotonoYuuri,琴乃悠里,今日は七夕の日！ わたしが一年で一番好きな日だよ。ひこりんにましろんにサリュちゃんに博士に、恵那先生に宇喜多さんに洵さんに渡瀬さん夫婦に、みんなみんな、これからもずっと仲良く平和に過ごせますように。
60,Fri Jul 06 14:57:15 +0000 2018,sugibooy,すぎたけ,自覚のある邪悪な各務原なでしこが諦めたからこそ其れでリンの隣にいられると思ってる願ってる祈ってる斉藤恵那を煽りまくる話が欲しい
61,Fri Jul 06 14:52:59 +0000 2018,emero2134,emero,減殺の鎧なんとか使いこなして恵那￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
62,Fri Jul 06 14:52:10 +0000 2018,sugibooy,すぎたけ,"「あ、恵那ちゃん！ねえ、短冊書いた？何を願ったの？リンちゃんが怪我しないように？其れとも怪我をするように？あゝ私が大怪我をするって線もあるのかな？」
「……なでしこちゃんは何をかいたの？」
「私？私はねみんなが幸せで在る様にだよ！！だから私の為に恵那ちゃんの苦しみをもっと頂戴？」"
63,Fri Jul 06 14:46:13 +0000 2018,mugi_ishida,石田麦,なで恵那の可能性も探究しなくてはならない。私はたいへん忙しいのだ
64,Fri Jul 06 14:45:22 +0000 2018,sugibooy,すぎたけ,"俺の中の斉藤さんは「リンが私を選んでくれますように」とは死んでも書かなそうだしそれが好き
選んでくれなくてもいい。ただの友達のひとりでもいい。ただ隣にいさせて誰かの元へ行かないで…お願いだから…って願い祈る斉藤恵那が好きなんです"
65,Fri Jul 06 14:34:25 +0000 2018,AnavelGatoFF14,Anavel Gato,"恵那で、うまいチャンポンの店発見！
野菜も多くて最高！
#恵那 #チャンポン #いこい https://t.co/gKk08nlKLj"
66,Fri Jul 06 14:33:02 +0000 2018,j0214_love,３匹の子豚の長男,"@Hyutyan1041 チョビさんは大丈夫ですか？(・・;)
岐阜もだいぶ荒れてるようですが？(´Д`|||)
今日、恵那市に行った同僚が「峠越えの道が中央道含めて片っ端から通行止めで愛知県の豊田市稲武を回ったから、普段の３倍の時間がかかった」って言ってた(´Д`|||)"
67,Fri Jul 06 14:29:58 +0000 2018,yonekaji,ヨネカジ,豊崎恵那と照安鞠亜って何者
68,Fri Jul 06 14:29:36 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、いろじろ武蔵、花島直也、谷川恵那⑥ https://t.co/BVfTvU3KrV"
69,Fri Jul 06 14:25:26 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、いろじろ武蔵、花島直也、谷川恵那⑤ https://t.co/P1zUNRIWxu"
70,Fri Jul 06 14:24:23 +0000 2018,machinamikaido,まちなみ街道bot,岩村（岐阜県恵那市・重伝建）三大山城の一つ、岩村城の麓に位置する城下町。海抜標高が日本一の岩村城は鎌倉時代に築城され、その後に織田信長の叔母が女城主となったことでも知られている。「岩村本通り」と呼ばれるメインストリート沿いに古い町並みが残る。
71,Fri Jul 06 14:21:48 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、いろじろ武蔵、花島直也、谷川恵那④ https://t.co/lD53VWHJLS"
72,Fri Jul 06 14:19:32 +0000 2018,yk_ena_330,ゆめ❤️えなfam330号,"@nakano_ena おつかれさま⤴︎ ⤴︎
無理しなくてもいいんだよお、
でもツイートないとえなちゃん元気かなって恵那ちゃんのことばっか考えちゃうよーって🤭💓"
73,Fri Jul 06 14:18:21 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、いろじろ武蔵、花島直也、谷川恵那③ https://t.co/wl5Mublx8L"
74,Fri Jul 06 14:17:24 +0000 2018,eijinntoaribaba,鈴栄,"下町かぶき組  康楽館

客席では、新しい出会いと懐かしい出会いがあった康楽館。
一緒にコーヒーを飲んだ人、山菜そばを食べた人……皆さんに感謝。
地元の方からは次会う日までね～っと役者顔負けの握手。

次の遠征は秋の岩手桃の湯やね… https://t.co/1i3eTMkj0A"
75,Fri Jul 06 14:16:58 +0000 2018,ara10jum_love,👑 に ぃ あ い _____ 🍚 🏀 🎮固ツイお願いします＿|＼○＿,場所は恵那市に近くてほぼ長野ってくらい県境です！ https://t.co/M74zgbDcS5
76,Fri Jul 06 14:16:21 +0000 2018,aiichigo11,まむろ,恵那の店舗のカフェメニューで気になるのあったなってサイト見たら山桃のアイスキャンデーとかあるのなにこれ食べてみたい
77,Fri Jul 06 14:15:03 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、いろじろ武蔵、花島直也、谷川恵那② https://t.co/AeJ4f4k6wS"
78,Fri Jul 06 14:13:29 +0000 2018,mugi_ishida,石田麦,「斉藤恵那あるいは愛のために」って話を書かなきゃ
79,Fri Jul 06 14:11:45 +0000 2018,Ahs_doll,灰人形＠転職活動終了,@pp24sio 恵那は初めて聞きました(ﾟωﾟ)
80,Fri Jul 06 14:11:34 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

夢之丞、金子亮、いろじろ武蔵、花島直也、谷川恵那① https://t.co/4etsxP0Uq7"
81,Fri Jul 06 14:06:18 +0000 2018,Patchouli_MR,パチュリー・ミノーレッジ,東濃の各市は基本的に国道19号線上に市街地が形成されているわ。ただ合併で大きくなった多治見・恵那・中津川の三市は合併した町の中心地が国道19号からは遠く離れているわね
82,Fri Jul 06 14:06:04 +0000 2018,michiko_1116,ミチコ,さすが恵那。大阪より涼しい
83,Fri Jul 06 14:04:17 +0000 2018,yukarin1412,ゆうか,落描き。Just Because!の小宮恵那ちゃん、行動力があって誠実でとにかく可愛い。アニメとても面白いので是非見てみてください  #ジャスビコ https://t.co/ComtPtUgdE
84,Fri Jul 06 14:03:38 +0000 2018,michiko_1116,ミチコ,恵那にご帰宅じゃあ
85,Fri Jul 06 13:56:23 +0000 2018,cskaikai,A子,"谷川恵那さん
桃の湯では何度かお会いしてたけど
お話したのは今回の康楽館が初めてでした。
個人舞踊ステキ綺麗でした！ https://t.co/fuueUmhmwt"
86,Fri Jul 06 13:51:17 +0000 2018,JR_KTNagoyaLast,JR名古屋・近鉄名古屋 終電案内,"近鉄名古屋23時04分発　急行 津新町
桑名乗継　23時28分発
養老鉄道　播磨、下深谷、下野代、多度、美濃松山

中央本線23時07分発　快速 中津川
釜戸、武並、恵那、美乃坂本、中津川
多治見乗継　23時46分発
太多線　小泉、根本、姫、下切、可児、美濃川合"
87,Fri Jul 06 13:48:09 +0000 2018,yuri_enafam,ゆり,@Popteen_jp 恵那ちゃん💗💗💗
88,Fri Jul 06 13:46:10 +0000 2018,sotomuki_mie,ヤマ,"高速道路で山越えが出来ない❗
中央道恵那～飯田山本も通行止め"
89,Fri Jul 06 13:42:32 +0000 2018,mojatennackfive,モジャテン24,中津川、恵那市で土砂災害警戒情報が出ました。#tenki_岐阜
90,Fri Jul 06 13:41:23 +0000 2018,hiroki0616,リベロ,中津川、恵那、白川町土砂災害警戒情報解除
91,Fri Jul 06 13:40:53 +0000 2018,akasaka_support,サポート用,"≪土砂災害警戒情報（解除）≫
［岐阜県］中津川市 恵那市 白川町"
92,Fri Jul 06 13:40:41 +0000 2018,kesamaruyusuke,袈裟丸祐介@8/25 6周年単独コンサート,"連日の雨で大変な中ですが、明日の恵那ライブは予定通り行われます！そして定員数に達しましたので完売です㊗️ありがとうございます😋
なお明日は七夕につき、お店の方に🎋飾りのご用意をして頂きました✨
お食事と音楽とあわせてお楽しみくださ… https://t.co/QWyA1d6x0q"
93,Fri Jul 06 13:39:59 +0000 2018,tatara_nonoji,のんけのほも,「昨夜の夏祭りのことを覚えていた恵那は、私がやきそばを食べようとするのをやめさせた。いったいなぜ？」ていうウミガメのスープの問題出したらすげえ脱線してわろた
94,Fri Jul 06 13:39:45 +0000 2018,Ghostinthereal,Ghost@GhostintheDark,TAC-ZombieGearさんで発売中のリトルアーモリー「豊崎 恵那」国立朝霧高校制服1/1衣装ですが、豊崎 恵那ちゃん以外にも国立朝霧高校制服を着た女子高生はいるはずだから、ぜひ公式衣装でガンダムのMSVみたいな感じでバリエー… https://t.co/VqEAIkQAOd
95,Fri Jul 06 13:37:23 +0000 2018,cihhhha,｡.:*ฺ✤ฺち｡.:*ฺ✤ฺ,"夢之丞主演公演千穐楽

谷川恵那

終演後に秋田の名所巡りをしていたアクティブ恵那さん。
綺麗…✧*。 https://t.co/RKsRl9CHXP"
96,Fri Jul 06 13:27:37 +0000 2018,dego_009,でごちん,小宮恵那、報われて欲しすぎる
97,Fri Jul 06 13:22:09 +0000 2018,ofuton_mow,ofuton,"今日は研究室の打ち合わせに行ったのですが、教授が寝坊して打ち合わせに来なかったので、マリカして帰ってきましたw
楽しかったです♪
今回はゆるキャン△より、斉藤 恵那ちゃんです♪(*≧ω≦*)
今日も1日お疲れ様でした！
おやすみな… https://t.co/zuNKKSD9SV"
98,Fri Jul 06 13:20:34 +0000 2018,nanaya_stk_,七夜@STK 凍結マン,@natsuno_86 長野寄り(恵那、中津川)と愛知寄り(土岐、多治見)で天気はだいぶ違うけど、傾向としては良いと思う
99,Fri Jul 06 13:04:17 +0000 2018,zenchanfarm,岩村観光｜ブルーベリー狩り｜ぜんちゃんふぁーむ｜岐阜県恵那市岩村町,"岐阜県恵那市岩村町、ぜんちゃんふぁーむです♪
明日のブルーベリー狩りは中止かな😓
でも
雨に似合う花もある😊
紫陽花
青空より、雨が似合う
梅雨の末期の雨も
農作物には
大事な事
植物は
夏に向け
一番羽を広げる時
自然をよく知っ… https://t.co/dC6tQr3yzl"
100,Fri Jul 06 12:52:45 +0000 2018,yutagonn,ゆた言,@jyojyo12sai こんばんは！お気遣いありがとうございます😊恵那は雨は小康状態になってきました👍岐阜の雨は今は北の方に上がってますが、九州北部から中国地方がとても心配です😰
101,Fri Jul 06 12:51:20 +0000 2018,_S___827_A_,🌻🦁🍼し お ぺ ん🐧🐨💙,"@live_akichamu くまさん！の時のスクショ撮れなかったんで
恵那に貰いました🤭💓💓💓(笑)"
102,Fri Jul 06 12:49:48 +0000 2018,kaisokuena,Enamin@極東ロシア旅,恵那や東濃は豊富な観光資源があるにもかかわらず、観光面では木曽路や名古屋、そして飛騨、伊那路のおまけとして扱われていて独立した地域ブランドが無い。これは行政区分の弊害だ。
103,Fri Jul 06 12:49:16 +0000 2018,4M1Zg4dfZD22Thi,エリンギ,@erika19880707 多治見のお友達は駅に無事迎えに来てくれましたか？  中央線 は  東京の中央線と違って 名古屋から長野に向かう中央線は多治見  土岐  恵那の岐阜県の中央線沿線からの名古屋への通勤客がかなりいますが… https://t.co/c8EwCj1jMP
104,Fri Jul 06 12:48:37 +0000 2018,kaisokuena,Enamin@極東ロシア旅,手元に古屋産業(岐阜県恵那市)の五平餅があります。最近は朝ドラ半分、青いブームで岐阜名物としてシールまで付けて売ってます。しかしパッケージには木曽路名物の文字が。東濃や恵那の知名度が低すぎて木曽人気に依存していた証。 https://t.co/Jo6iyXaJA2
105,Fri Jul 06 12:45:24 +0000 2018,teikoku_copy_b,帝国学園コピペbot,"佐久間》今日の朝
洞面「昨日、俺一人で部室にいた時に恵那先輩が来てね」
成神「うん」
洞面「おはようございますって言おうとしたら先輩『俺だって鬼道有人になりたい』て言ってた」
成神「…この間の事、恵那先輩に謝ろう。な？」
洞面「…うん」
君達、恵那先輩に何を言ったんだ"
106,Fri Jul 06 12:43:03 +0000 2018,genpikomaru,丸プロ☆丸さん,@ymmtce 恵那つーか、中津川やら
107,Fri Jul 06 12:40:29 +0000 2018,ymmtce,千恵,"恵那の天の川(とか言ってみる)

雨降りだったから人めちゃ少なくてよかった笑 https://t.co/Q48l6ehblN"
108,Fri Jul 06 12:36:53 +0000 2018,gifu_sef,岐阜セフレ募集【裏垢】＠相互,"★岐阜セフレ募集速報！

内容：年下がいいな！本番中出しした事ない人これから会ってしよう！気持ちいいよ❤大人の遊びをしましょう❤
名前：♀ゆず
年齢：31歳
地域：恵那市

彼女の連絡先⇒当アカウントのプロフ欄URLから詳細確認

7月6日(金)21時36分の情報です♪"
109,Fri Jul 06 12:25:26 +0000 2018,vocaninme,アミノ@アニメ.ホガロ,"我が地元恵那へ…
実は岐阜はアニメの聖地が多いってみんな知らないんだろうな…😭"
110,Fri Jul 06 12:21:42 +0000 2018,yotsubato_syugy,厳選よつばと名言集☆,"恵那「お母さーん！い
今ね！玄関にすっごくおっきな…！！」
お母さん「あ、恵那も見た？」
風香「ジャンボさん」
あさぎ「竹田さん」
お母さん「きりんさん」"
111,Fri Jul 06 12:20:30 +0000 2018,tono2ch,ちゃんねらー(殿)のレアアイテム速報,毎回品薄になるシリーズです　figma リトルアーモリー 豊崎恵那　さらに高額プレ値の再販　朝戸未世も予約解禁　　https://t.co/E8BEP75JG2
