,time,id,name,text
16,Sun Jul 08 05:00:02 +0000 2018,meiga_za,関東名画座・特集上映情報BOT,"シネマヴェーラ渋谷

《女優　有馬稲子》

せきれいの曲／彼岸花／かあちゃんしぐのいやだ／泉／黒い河／通夜の客より わが愛／結婚期／女性に関する十二章／はだかっ子／ほか全16本

https://t.co/nU9kYuqRb9 https://t.co/cP17np69Il"
17,Sun Jul 08 05:00:02 +0000 2018,johnnyselection,ジャニーズ総選挙,"7月8日 14:00 現在の順位 1.香取 慎吾 2.滝沢 秀明 3.草彅 剛 4.菊池 風磨 5.長瀬 智也 6.松本 潤 6.藤ヶ谷 太輔 7.渋谷 すばる  みんなも投票しよう！
 https://t.co/8I4wCuGlLn #ジャニーズ総選挙"
18,Sun Jul 08 05:00:01 +0000 2018,itoww_amty,あ み て ぃ,うんこかよ！！！！新百合でみようと思って渋谷出ちゃったよ！！！！下北行きます！！！！ https://t.co/JBkMCWIJzT
19,Sun Jul 08 05:00:00 +0000 2018,IRORIO_JP,イロリオ／IRORIO,"美味しそう(*'ω'*)
#カフェ #スイーツ

フレンチトーストが3段のタワーに！渋谷の「JINNAN CAFE」でフォトジェニックなスイーツを食べてきた
https://t.co/pXmydQat0u"
20,Sun Jul 08 04:59:57 +0000 2018,9U2LdLqEmGpnyhd,ポン@裏垢,渋谷来たーあちー
21,Sun Jul 08 04:59:53 +0000 2018,Cow_Llama,LlamaCow,"#セブチ交換 Seventeen交換

(譲): 写真のもの
(求): we make you ハイタッチ会カード スングァン
Arena tour トレカ スングァン
ショーケーストレカ-&gt; ミンギュ、 ウォヌ、ウジ、 ホシ、ド… https://t.co/9L9Q0E9Zb7"
22,Sun Jul 08 04:59:49 +0000 2018,3tkra_K,たから,渋谷パネルとか複製原画展示してるし、過去の小説もいっぱいあるんやろな！？と思ったらぜんっぜんないしフェアやる気あんのかおどれは！！！SIDE:GREENしかないけど！！！しかも円盤は一本毎にブロマイド一枚ってえぐすぎ。先行き不安しかないんだけど…
23,Sun Jul 08 04:59:48 +0000 2018,tomoto_ele,トモト🍅,"ロッキンのチケ届いたー
凄いオシャレー
渋谷社長ありがとうございます✨
パンフに去年のエレカシのサインも見つけた😳

16年前に買ったワンタッチテントとおさらばし、鍵つけられそうな新しぃテント買ったし、準備は万端！ https://t.co/w1E4kfLC2i"
24,Sun Jul 08 04:59:45 +0000 2018,i_am_the_joker9,ぴぐれっと,渋谷に来たのは良いけど楽しみ方が分からない
25,Sun Jul 08 04:59:44 +0000 2018,ikeike_1331,🦖いけいけ🦖,"I'm at @CIRCUSTokyo in 渋谷区, Tōkyō https://t.co/tpmpsJm9Jb"
26,Sun Jul 08 04:59:41 +0000 2018,yanma_since1996,やんまぁ　（やまぐち_すすむ）,渋谷TOEIの ｽﾍﾟｰｽｽｸﾜｯﾄﾞvs ｷｭｳﾚﾝｼﾞｬｰ はまだ間に合う。今週金曜で終了だし今日見ておきます。
27,Sun Jul 08 04:59:39 +0000 2018,xhloe,くろゑ@7/7新曲,【渋谷ハジメ、勇気ちひろ出演】町バーチャルキャスト2018 in 三重県多気町 おたコス おいないTakiコスプレ祭 https://t.co/GnATD7l6c2 #chokaigitour #町会議
28,Sun Jul 08 04:59:37 +0000 2018,chocoakam,ちょこむ,"秋葉にいるのん。
とりあえずあめ缶取りに来たのん。
この後渋谷行くか、池袋行くか、帰宅するか…
うーん。悩ましい(´･ω･`)"
29,Sun Jul 08 04:59:37 +0000 2018,hjkayla_,北條,渋谷とっくに夏って感じだしとてもあつい
30,Sun Jul 08 04:59:37 +0000 2018,sssrd,レッド･ドラゴン,今日は渋谷
31,Sun Jul 08 04:59:37 +0000 2018,2019_20gzAG,人間です,歩いて渋谷まで行きたかったからもう少し日が暮れて来ればよかった
32,Sun Jul 08 04:59:36 +0000 2018,yoh_jinrou,よう@スマイル勢,"最近ずっとルームは渋谷に行ってる。
アキバルームがホームとは何だったのか…。"
33,Sun Jul 08 04:59:36 +0000 2018,necopmpkn_mizu,ねこかぼちゃん@ボン人🍤🦒🦁🍠,"#水溜りオンエアトラック 

渋谷で見れましたぁぁぁぁあ┏┛墓┗┓💕もう、お綺麗な顔で爽やかな風ふかして通ってました😭💕 https://t.co/T93Z6C3FVG"
34,Sun Jul 08 04:59:34 +0000 2018,dj_moto112,⚡DJ MOTO⚡乱舞,"本日はこのイベントに出演させていただきます🌸🌸🌸🌸

18:00〜アルコール飲み放題💓
@渋谷ローレル東京

マイメンのJ!N @DJ_jin0818 と共演‼︎

盛り上がっていきしょ☺️☺️ https://t.co/Sof3J5bbrD"
35,Sun Jul 08 04:59:34 +0000 2018,1007kai10,信紅🍫,"I'm at 渋谷 THE GAME - @shibuyathegame in 渋谷区, 東京都 https://t.co/HaxbzdUaD0"
36,Sun Jul 08 04:59:32 +0000 2018,kuchibashiduck,くちばしさん@カレー化,イベント会場迷わずいけた。渋谷の現場あってよかった
37,Sun Jul 08 04:59:31 +0000 2018,in_cnar,な,渋谷人多すぎてホントに吐きそう（笑）
38,Sun Jul 08 04:59:29 +0000 2018,88month88,i,"I'm at ケニックカレー - @kenickcurry in 渋谷区, 東京都 https://t.co/8Tl9G9oXn6"
39,Sun Jul 08 04:59:27 +0000 2018,bcafe_shibuya,渋谷占い館BCAFE (ビーカフェ),【渋谷占い館ビーカフェの出演情報】７月８日（日）の秀姫先生は恋愛・復縁・仕事などの人間関係の問題に強い占い師。婚活もできる占い館BCAFE（ビーカフェ）渋谷店・東京都渋谷区神南1‐11‐5ダイネス壱番館渋谷8F・03‐6277‐5… https://t.co/XCZiY60jdp
40,Sun Jul 08 04:59:17 +0000 2018,iwao79,渡辺イワオ,#東京#渋谷#新宿#大阪#名古屋#京都#札幌#九州#東北#北海道#中学生#高校生#大学#大学生#仕事#会社#ol#ランチ#コーヒー#おうちごはん#カフェ#美味しい#おしゃれ#かわいい#楽しい#ディズニー#嵐#音楽#ダンス#9条 https://t.co/juhN8lTa0s
41,Sun Jul 08 04:59:15 +0000 2018,__tsumuri__,つむり,"@tawashinta926 遠坂凛、渋谷凛、綾瀬凛
秋山澪、湊みお

です！"
42,Sun Jul 08 04:59:08 +0000 2018,8PwQ5FyNmuKukxr,Kurumi,"親と一緒に新宿→新大久保→渋谷に行ってきた～
着るにはまだ早いけど、振り袖と袴を着る体験してきた✨
#ふりそでMODE
#ルミネエスト新宿店 https://t.co/XeVRFfQ8Rw"
43,Sun Jul 08 04:59:03 +0000 2018,ranshibuya,人妻系ホテヘル・デリヘル【渋谷蘭の会】,直送便を更新しました！ ★☆綺麗な人妻・お姉様専門店【渋谷蘭の会】ご新規様割引開催中！：18禁 https://t.co/3PSY6qEs4J
44,Sun Jul 08 04:59:03 +0000 2018,SERI30,世里,"１枚目 上・アニメイト渋谷店様のサイン会
１枚目 下・彗星社様の懸賞
２枚目・まんだらけ池袋店様の懸賞"
45,Sun Jul 08 04:59:02 +0000 2018,no_2mic,のづ,ぴろさんと別れてからの聖地巡礼(渋谷と新宿)行ってくる
46,Sun Jul 08 04:58:58 +0000 2018,blackberry908_,柚葉 is 酒瓶. 柚子の中身はクズだよ！&  Let′s 革命♬,@Perfume_DJbay 渋谷！！
47,Sun Jul 08 04:58:57 +0000 2018,taiz0u0,たいぞー,渋谷駅と横浜駅は日本のサクラダファミリアなの？完成する気ないよね？
48,Sun Jul 08 04:58:56 +0000 2018,atlantisnonazo,リティナ名言集bot,一発で行けるかなモヤイ・・・それ渋谷！
49,Sun Jul 08 04:58:53 +0000 2018,poohsammama,プーさんママ,"新宿から渋谷へ

KAMIJOさん
昨夜は眠れたそうだ
それが一番☺

そしてマリオジェラテリアでき削りチョコミント

あー幸せ🍀 https://t.co/u2UVbyILFf"
50,Sun Jul 08 04:58:53 +0000 2018,ken_1023_ken,けん,"地下鉄の出口が苦手すぎて苦手 (@ 北参道駅 - @f_line_info in 渋谷区, 東京都) https://t.co/M4DHwOKyfE"
51,Sun Jul 08 04:58:47 +0000 2018,my_angel_is_,🌸 さくたん,深夜の渋谷でダンスイベントしてきました今起床ですお疲れ様です私
52,Sun Jul 08 04:58:44 +0000 2018,k__ikuta,かいと,"I'm at The Alley Lujiaoxiang 渋谷店 in 渋谷区, 東京都 https://t.co/MI0Lp3N9KK"
53,Sun Jul 08 04:58:43 +0000 2018,laura_yokozawa,横沢ローラ@クラウドファンディング7/22まで！,"60%！あと15日!!!!! 達成しますように..
・1万円以上のオファー購入者の方のCDへのお名前クレジット..記載忘れてました...涙
・【重大発表!】7/22(日)、参加者無料ご招待、最終日カウントダウンライブ＆パーティーを… https://t.co/SppQqf2YVp"
54,Sun Jul 08 04:58:43 +0000 2018,kusurikikanai,🏥やっきょくさん💊,そして渋谷からタクシーで戻る 友達と乗るから電車乗るより全然良い…最近すぐタクシー乗っちゃう…初乗りやすいからね
55,Sun Jul 08 04:58:39 +0000 2018,bcafe_shibuya,渋谷占い館BCAFE (ビーカフェ),【渋谷占い館ビーカフェの出演情報】７月８日（日）の由先生は、霊感とタロットカードを融合させた占い鑑定の的中率は抜群！婚活もできる占い館BCAFE（ビーカフェ）渋谷店・東京都渋谷区神南1‐11‐5ダイネス壱番館渋谷8F・03‐627… https://t.co/VfhugrhRNo
56,Sun Jul 08 04:58:38 +0000 2018,arashi_sho_sak,しょこ(о´∀`о),ファンミ終わった後渋谷行く人やっぱり多いかなあ😥なかなか行く機会ないから行きたいんだけども…新幹線の時間を遅い時間にしてしまったからなあ😭時間潰すの大変💦笑
57,Sun Jul 08 04:58:33 +0000 2018,yukketabetai,ユッケ⍩⃝切り絵したい,今日は渋谷にBLEACHの写真を取りに行く😚
58,Sun Jul 08 04:58:32 +0000 2018,_Tyasen,茶千,渋谷、カオチャで見た景色が軽率に出てくるので無条件でテンションが上がってしまう
59,Sun Jul 08 04:58:30 +0000 2018,CerberaSpeed12,うるふ🐺＠芋ライダー🍠,"I'm at @TK_SHIBUYA_ in 渋谷区, Tōkyō https://t.co/6TXdaDWEBC"
60,Sun Jul 08 04:58:28 +0000 2018,yasRX78,ヤス(彩姐 推し),"7月23日(月)
石戸なつみ主催～723の日
=Dead・or・Alive～
【会場】渋谷O-WEST
【時間】17:30開場 18:00開演
【料金】前売¥3500 当日¥4000(+1D)
【出演】石戸なつみ/KING A-O… https://t.co/91JK6mEANm"
61,Sun Jul 08 04:58:27 +0000 2018,hiroki3xtreme0,✡️HIRØKI☦️7.8やるっきゃ内閣 バンもん、恋汐りんご、我儘ラキア、NEO JAPONISM,渋谷着！4日のuijin、ラキアツーマン以来（笑）
62,Sun Jul 08 04:58:24 +0000 2018,nitoyu_bnt,ひか＊ツイフィ必読,"手渡し可能予定
7月中
平日…木曜日12:00〜16:00
           →渋谷、池袋、その他要相談
           月、水曜日17:30頃
           →大井町線、田園都市線駅構内
土曜…〜12時頃… https://t.co/IBNRIQjnAD"
63,Sun Jul 08 04:58:19 +0000 2018,obedientman_A_N,おべでぃー,"Hump Back

TOWER RECORDS 渋谷店

拝啓、少年よ

名曲だ。 https://t.co/dcsOPx98XQ"
64,Sun Jul 08 04:58:16 +0000 2018,hutennomona,フーテンのモナ,渋谷でも軒並み品切れになってて草
65,Sun Jul 08 04:58:13 +0000 2018,bcafe_shibuya,渋谷占い館BCAFE (ビーカフェ),【渋谷占い館ビーカフェの出演情報】７月８日（日）、マルマーレ桃妃（ももひ）先生が出演中！婚活もできる占い館BCAFE（ビーカフェ）渋谷店・東京都渋谷区神南1‐11‐5ダイネス壱番館渋谷8F・03‐6277‐5443… https://t.co/dX9ieuVUjo
66,Sun Jul 08 04:58:13 +0000 2018,arcanumseminars,アルカノン・セミナーズ,"渋谷アルカノンNEWS★登石麻恭子先生の希少な占星術コンテンツ技法を学ぶインターネット講座！
【占星術ブログの企画力ー成功するコンテンツの作り方ー】占星術記事を書いてみたい！注目度をあげてアクセス数もアップさせたい！これからブログ… https://t.co/NZC4SoWYMS"
67,Sun Jul 08 04:58:13 +0000 2018,manic_everyday,るいーず,"日曜の渋谷だから当たり前だがカフェ激混み&amp;激せま
席につくのに隣のテーブルの方に迷惑をかけずに座る方法がない..."
68,Sun Jul 08 04:58:12 +0000 2018,theworlddio2104,冥神慶子大好き！！！,今、渋谷の喫茶『人間関係』でコーヒー☕飲んでスコーンとタルト食べてます。😊 https://t.co/N0ms3sU3WI
69,Sun Jul 08 04:58:09 +0000 2018,eifxAP1mvt71ukS,中野将汰,"@hayasambora じゃとりあえず渋谷今からいくわ
２時半までにはつくかも！"
70,Sun Jul 08 04:58:05 +0000 2018,awoihaqua,はくあ【ょぅじょ】,@kaji01521 渋谷じゃんか
71,Sun Jul 08 04:58:01 +0000 2018,light_fan46,かとつ,"渋谷に寄るという選択肢がなくなった。
RT"
72,Sun Jul 08 04:58:00 +0000 2018,Kuchisaki5,口先番長5文字以上縛りbot,ばちーんんんじゃんぷ【渋谷ばちーんんんJump】：吉本興業所属の若手お笑い芸人により開催されているお笑いライブ。主に渋谷のヨシモト∞ホールで行われる。「ばちーんんんJump」でトップになるとより上の「ばちーんんんLive」に昇格、逆に最下位は「ばちーんんんStep」に降格となる。
73,Sun Jul 08 04:57:57 +0000 2018,chi__on,ちぃ,関ジャ二∞の渋谷すばるとしてのTV出演は今日の関ジャムが最後。でもジャニーズ事務所には年内所属してるんやったら、渋谷すばるとしてTV出演はないんかな？ 夜会でのタッキーとのサシトークがどうしてもみたいのは私だけ…??
74,Sun Jul 08 04:57:57 +0000 2018,yoshikazukurata,Yoshikazu Kurata,"A (@ ビストロルマン in 渋谷区, 東京都) https://t.co/kvR8iNGUGx https://t.co/QnqmaYLWCY"
75,Sun Jul 08 04:57:57 +0000 2018,DanielLevine0T0,アダム⊿ ⁴⁶,渋谷着いたなう
76,Sun Jul 08 04:57:52 +0000 2018,lmstudio1979,四ツ橋 LM STUDIO,"【本日のライブ・その1】
BALZACさんが新宿LOFTで、じゃっくさんが神戸バックビートで、manchester school≡さん／my exさんが西院ネガポジで、ヨヲコヲヨさんが難波BAR845で、ギャーギャーズさんが渋谷LUSHで、マサカリさんが戦国大統領でライブです！"
77,Sun Jul 08 04:57:52 +0000 2018,yueni_TK,故煮。,@tousui_1 もしかして透水さん渋谷におられるんですか…………？？
78,Sun Jul 08 04:57:51 +0000 2018,sunny_day008,sunny,代官山に行く途中でしたがピラティスのレッスンがキャンセルでたから急遽予定変更！ピラティス終わってからお昼たべよ！その後は渋谷→代官山で早めに帰宅して枝豆とビール楽しもうと思ってます🍺
79,Sun Jul 08 04:57:47 +0000 2018,bcafe_shibuya,渋谷占い館BCAFE (ビーカフェ),【渋谷占い館ビーカフェの出演情報】７月８日（日）のミレイ先生は当店人気のS級占い師。婚活もできる占い館BCAFE（ビーカフェ）渋谷店・東京都渋谷区神南1‐11‐5ダイネス壱番館渋谷8F・03‐6277‐5443… https://t.co/gcJBom6KUH
80,Sun Jul 08 04:57:46 +0000 2018,YUKI765P,VR:YUKI( ✩´꒳`✩ ),ちょうど良い時間に起きたの！！渋谷さんも今かららしいし！文野さんも14時半頃からだし！
81,Sun Jul 08 04:57:45 +0000 2018,s1c3h,そうちゃん,渋谷でサイドン初ゲット〜
82,Sun Jul 08 04:57:41 +0000 2018,yuka_eguchi,江口結香@はっぴっぴ,"明日のはっぴっぴ

✔️7/9（月）
✔️渋谷RUIDO K2
✔️前売り500円/当日1000円
✔️出演20:40~21:00(トリ)
✔️物販21:00~22:00
✔️特典→花札トランプ
✔️予約… https://t.co/GTNJrIo8cb"
83,Sun Jul 08 04:57:39 +0000 2018,BURNING_MUSCLE,Good_Lifestyle,"【2018年7月8日 12:00:00開始】【渋谷ハジメ、勇気ちひろ出演】町バーチャルキャスト2018 in 三重県多気町 おたコス おいないTakiコスプレ祭 https://t.co/xmGFMQlEfy #ニコニコ生放送

完全に風俗"
84,Sun Jul 08 04:57:33 +0000 2018,shimitaka0209,し み た か,渋谷の地下どうなってのかよくわからない
85,Sun Jul 08 04:57:33 +0000 2018,hy31hy,星空☆瞳(ユーチューバー),【W杯劇勝】渋谷狂乱の夜　女性に群がる“痴漢ゾンビ”出現 https://t.co/YbBPSqOazr @YouTubeから
86,Sun Jul 08 04:57:31 +0000 2018,sa2a_nami,さざなみ,"ヒプマイ スイパラ LB コースター

譲
①SD  三郎
②頭身  二郎
③イケブクロx2
④LB  三郎(缶バッジ)

求
①銃兎,理鶯,乱数,幻太郎,一二三,独歩
②理鶯,幻太郎,(新宿)
③ヨコハマ,シンジュク
④池袋,左… https://t.co/lLLFQ5YkCc"
87,Sun Jul 08 04:57:30 +0000 2018,a_ya00,あーや,あーもう渋谷ほんと嫌い
88,Sun Jul 08 04:57:18 +0000 2018,music_arukara,忍（みゅーじっく）,"暑い！Sunrise In My Attache Caseのインストアイベント！ (@ タワーレコード渋谷店 4Fイベントスペース - @tower_shibuya in 渋谷区, 東京都)… https://t.co/ianjI0pJo6"
89,Sun Jul 08 04:57:18 +0000 2018,half_hage,んゃちみぐめうとか,はあああああ〜〜〜〜〜〜〜渋谷すばるをすきになって、応援してこれてよかったこの人生！！！！！！
90,Sun Jul 08 04:57:16 +0000 2018,parlan,ぱ*ー*ら*ん*™️,そういえば昨日、渋谷でハッピーな感じで騒いでいる外国人集団がいたので、目をやったら、そのうち一人が「僕の名前、マークっていうんですよ！ MARK CITY〜！！」っていって小躍りしてMARK CITYに向かっていった。
91,Sun Jul 08 04:57:15 +0000 2018,bcafe_shibuya,渋谷占い館BCAFE (ビーカフェ),【渋谷占い館ビーカフェの出演情報】７月８日（日）、EMA（エマ）先生が出演中！婚活もできる占い館BCAFE（ビーカフェ）渋谷店・東京都渋谷区神南1‐11‐5ダイネス壱番館渋谷8F・03‐6277‐5443… https://t.co/0ouMmUHwzU
92,Sun Jul 08 04:57:13 +0000 2018,myu_2522,あいり,ヒプマイのおかげで渋谷を歩いているだけで楽しい…
93,Sun Jul 08 04:57:04 +0000 2018,HIRO_BUMP,尋@タルタリスト,クリーチャーの2006年の渋谷AX初ワンマンは衝撃だった。MORRIEは自分の中では伝説やお伽話の中の人物だったから、実在したんだ！っていうのがまずあってｗ、しかも当時のイメージと全く変わらないビジュアル、圧倒的な存在感、ずっと震… https://t.co/PXdRGy4zq4
94,Sun Jul 08 04:57:03 +0000 2018,AUJ4i12oUxidAu2,パンプキン🎃フレフレ！すばる！ゆっくりいこうぜヤス！,"明日 新聞休みなとこ多いから悔しいんだよな〜！今日番組表見にくいとこにあるからさ。
「あ、渋谷すばる最後なんだ」って たまたま目に止まって観てくれる人もいるかもしれないじゃん。
そこから関ジャニ∞を新しく応援したいって人もまた増えるかもわかんないしさ。
#関ジャム
#関ジャニ"
95,Sun Jul 08 04:57:02 +0000 2018,milktea_miwa39,とむ@miwa アコギッシモロス,"渋谷のゆかりのある場所ってどこかな...
渋谷だと対象になりそうなものが多すぎて分からないや...w"
96,Sun Jul 08 04:57:02 +0000 2018,myc416,望月みゆ(みゆちぃ)バンもん！緑,"#アイドル横丁夏まつり 改めてありがとうー！チェキ会でたくさん「おはよう🌞」言えてハッピー(*´◒`*)
バンもん！はこの後【やるっきゃ内閣】というイベントのため渋谷に移動🍀

#アイドル横丁 を引き続き楽しむみんなも、ついてきて… https://t.co/RN7Yidczxp"
97,Sun Jul 08 04:57:01 +0000 2018,manic_everyday,るいーず,るいーずは渋谷に舞い降りた
98,Sun Jul 08 04:56:59 +0000 2018,tororo_nm7,とろとろとろりんぱ,"むりよりの (@ 原宿駅 - @jreast_official in 渋谷区, 東京都) https://t.co/B7EPB0bzHe"
99,Sun Jul 08 04:56:59 +0000 2018,airbapr2,あいり,大丈夫、NDフィルターくらい渋谷の駅前に売ってるさきっと
100,Sun Jul 08 04:56:58 +0000 2018,takkku_22,ただのたく,恵比寿渋谷下北とはしごして飲みすぎたから眠い
101,Sun Jul 08 04:56:57 +0000 2018,solairoaozola,浅井そら@ホタバン♪新曲エンディングノート発売中♪,"夜行バス、使いました♪
新幹線より割安だったのですが、愛媛県から東京の渋谷まで…片道約１２時間でした(  ´•ω•`  )
とりあえず、休憩時間には腰を伸ばしてましたね(  ´•ω•`  )
#yumi78"
102,Sun Jul 08 04:56:57 +0000 2018,mizusawabot,「渋谷」水澤一成bot,『渋谷』水澤一成役:水澤「え？」受付「指名料も込みなんで」水澤「はい…」https://t.co/THlhoT59i4
103,Sun Jul 08 04:56:52 +0000 2018,iomeryn,欅坂46 楽曲歌詞パート紹介⊿,"欅坂46 楽曲 パート:
欅坂46 2ndシングル c/w
渋谷からPARCOが消えた日 歌詞 パート
https://t.co/ZUsVEBcrUd
#欅坂46
#世界には愛しかない
#渋谷からPARCOが消えた日
#平手友梨奈
https://t.co/yDJFg1nYSr"
104,Sun Jul 08 04:56:51 +0000 2018,han_se97,ぺい,"@___l2l4_ もうすぐ渋谷着く！
まだ見つからん？？
2枚譲っても4枚あるし、大丈夫よん！！"
105,Sun Jul 08 04:56:50 +0000 2018,tadashipon,たーぴょん,"I'm at 渋谷駅前スクランブル交差点 in 渋谷区, 東京都 https://t.co/uhjvSf8VvZ https://t.co/btqYcS8ZYG"
106,Sun Jul 08 04:56:48 +0000 2018,sac_tac,∞幸∞🍤@ダイエット💃,"知らない方が良かったかもしれない
知らない方が渋谷さんがいなくなることだけに
浸れたかもしれないけど
知らなかったら知らなかったで
ギスギスしてるじゃん😭
ぎこちないじゃん😭
て思ったと思う。"
107,Sun Jul 08 04:56:48 +0000 2018,lluuccee1106,渋谷  可愛い服 シブチカ   ルーチェ,"#渋谷 シブチカルーチェ
嬉しいフォロワー様より
おしゃれハットにAラインワンピ  お気に入り頂きました！夏ブルーでお出かけ！ https://t.co/O40psLbK4Y"
108,Sun Jul 08 04:56:45 +0000 2018,0429CLelouch,うめき,渋谷にデル・ピエロが来るらしい。日程が合わず残念……
109,Sun Jul 08 04:56:42 +0000 2018,mjo_koushiki,マイナス人生オーケストラ,"【本日開催】
7月8日(日)
渋谷REX
【stylish wave 夏の陣’18】
&lt;出演&gt;
マイナス人生オーケストラ/JILUKA/シェルミィ/BabyKingdom/てんさい。/ハクビシン/メリーバッドエンド

開場 16:… https://t.co/LsUtZvpjJf"
110,Sun Jul 08 04:56:41 +0000 2018,RiFu_ybb321,RiFuu🍬りふゅー,"I'm at 渋谷駅 in 渋谷区, 東京都 https://t.co/Y9I0wUW0B5"
111,Sun Jul 08 04:56:38 +0000 2018,yjh_SVT_jun,🍓🥛하미👼,"SEVENTEEN セブチ IDEAL CUT ソウルコン トレカ 買取 交換

画像1,2枚目の💕スタンプ求めてます。ジョンハンソロ300円、グループ200円で買取希望です。
ゆうちょ対応してると助かります。

画像3枚目と交換… https://t.co/YaG9tIUGAN"
112,Sun Jul 08 04:56:32 +0000 2018,mcz_1220,みゆき@固定拡散希望なり,"@fumiyamomoclo 渋谷

翻訳すげぇ"
113,Sun Jul 08 04:56:32 +0000 2018,IldacbgvSplitt,ドンペリタワー🍾出稼ぎで頑張る姫ぴ✨,スカウト　出稼ぎ　風俗　保証　求人　高収入　デリヘル　ホテヘル　箱ヘル　稼げる仕事　ソープ　新宿　歌舞伎町　池袋　渋谷　千葉　埼玉　吉原　川崎　AV　高収入　エステ　チャット　リフレ　いちゃキャバ　セクキャバ　交際クラブ　客層　ぽっちゃり　バイト　求人
114,Sun Jul 08 04:56:26 +0000 2018,kita_ageo,これでいいのか北上尾,何気に渋谷まで乗り換えなし #北上尾
